utterance,tran_raw_2025,final_intent,suggested_intent_status,intent_confidence,needs_review,intent_reason
Hello! I need help finding an article about how the Taliban's interpretations of Islamic law.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding an article on a topic.
what is a good article that explains physician assisted suicide,tran_raw_2025,research_consultation,missing,high,FALSE,Requests a good article explaining a research topic.
Looking for articles related to personal finance. My research is regarding saving vs. investing as a new college graduate.,tran_raw_2025,research_consultation,missing,high,FALSE,Needs articles related to a research topic.
Can you please help me find mental health issues in athletes,tran_raw_2025,research_consultation,missing,medium,FALSE,Asks for help finding sources on a research topic.
Can you help me find sources that involve universities dealing with mold issues and what they are doing to solve the issues?,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding sources for a research topic.
evangelical and influencer marketing,tran_raw_2025,research_consultation,missing,low,TRUE,Very short topic phrase likely seeking research help.
I need published research studies to reflect for my psychology class but i would like it to be easy to understand. How should i find this?,tran_raw_2025,research_consultation,missing,high,FALSE,Asks how to find suitable research studies for class.
find me 8 source about mental health in student athletes,tran_raw_2025,research_consultation,missing,high,FALSE,Requests multiple sources on a research topic.
can you please find me 8 sources that have to do with the mental health of student athletes,tran_raw_2025,research_consultation,missing,high,FALSE,Requests help finding multiple sources on a topic.
I need 3/4 relevant scholarly sources on The Parthenon (447â432 BCE) Colonialism/Nationalism debates or articles,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding relevant scholarly sources on a topic.
There is a student down at the circuation desk needing some help with finding academic sources for a project. Could a librarian come down to help him?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests librarian help finding academic sources for a project.
Hi can you help me find sources about hispanic population and language barriers they face and also Methods to Combat Bias about this population and it needs to be for nursing,tran_raw_2025,research_consultation,missing,high,FALSE,User asks for help finding sources and research strategy for a nursing topic.
"I have a paper in my art history class over a print called Description of Fas Deshabille a la Mode 1783, and I need help finding articles about the print specifically, or surrounding that time, that relate to the print",tran_raw_2025,research_consultation,missing,high,FALSE,User needs help finding articles and research strategy for a paper topic.
I am writing this paper for my art history over a print called Description of Fas Deshabille a la Mode 1783. I am having trouble finding sources that relate closely to this print. Wanted to see if anyone could help?,tran_raw_2025,research_consultation,missing,high,FALSE,User wants help finding sources for a research paper topic.
I need to find an academic source on public green spaces in cities,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help finding academic sources on a topic.
I am looking for sources for a research paper on the french film le chat du rabbin,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs sources for a research paper topic.
how would I try to find a book if I am not particularly looking for a title. Just looking for self growth books and not sure have to navigate,tran_raw_2025,research_consultation,missing,medium,FALSE,Needs help navigating topic-based book discovery.
Can someone please come down to help a patron look for some articles?,tran_raw_2025,research_consultation,missing,high,FALSE,Requests in-person help finding articles.
"Hi, Im in BLS 342 and we have a paper on Boeing and I think there are some resources to help us with our paper but I'm not sure where to find them, thank you!",tran_raw_2025,research_consultation,missing,high,FALSE,Needs help finding course paper resources.
"I am looking for around five articles on the topic of ""How does social media affect schooling?""",tran_raw_2025,research_consultation,missing,high,FALSE,Needs articles on a research topic.
